name,price,image
General Tao Stir-Fry Sauce,2.99,https://digital.loblaws.ca/PCX/20308726005_EA/en/1/20308726005_en_front_v2_400.png
Ginger Paste,4.29,https://digital.loblaws.ca/PCX/21088575_EA/en/1/21088575_en_front_400.png
Gochujang Wing Sauce,4.39,https://digital.loblaws.ca/PCX/21395951_EA/en/1/21395951_en_front_v1_400.png
Gourmet Hollandaise Sauce Mix,2.29,https://digital.loblaws.ca/PCX/21666873_EA/en/1/21666873_en_front_400.png
Gravy Mix for Chicken,1.00,https://digital.loblaws.ca/PCX/21686990_EA/en/1/21686990_en_front_v1_400.png
Gravy Mix for Turkey,1.00,https://digital.loblaws.ca/PCX/21687380_EA/en/1/21687380_en_front_v1_400.png
Greek Feta Dressing,5.99,https://digital.loblaws.ca/PCX/20324310_EA/en/1/20324310_en_front_400.png
Greek With Feta And Oregano Salad Dressing,3.00,https://digital.loblaws.ca/PCX/21584917_EA/en/1/21584917_en_front_400.png
Green Pepper Hot Sauce,6.50,https://digital.loblaws.ca/PCX/21109033_EA/en/1/4973377002_enfr_front_centre_marketing_GS1_Ecommerce_400.png
Green Seasoning with Lime,6.99,https://digital.loblaws.ca/PCX/21692141_EA/en/1/81825300235_enfr_front_centre_marketing_A_GS1_Marketing_400.png
Habanero Pepper Green Hot Sauce,4.29,https://digital.loblaws.ca/PCX/21309083_EA/en/1/21309083_en_front_400.png
Harissa Paste,4.79,https://digital.loblaws.ca/PCX/21405093_EA/en/1/21405093_en_front_v2_400.png
Hoisin Stir-Fry Sauce,2.99,https://digital.loblaws.ca/PCX/20308726006_EA/en/1/20308726006_en_front_v3_400.png
Homestyle Gravy Mix,1.00,https://digital.loblaws.ca/PCX/21083392_EA/en/1/21083392_enfr_front_400.png
Homestyle Gravy Mix Hot Chicken Sandwich,2.29,https://digital.loblaws.ca/PCX/21062124_EA/en/1/21062124_en_front_400.png
Homestyle Ranch Dressing,5.99,https://digital.loblaws.ca/PCX/20299161_EA/en/1/20299161_en_front_v1_400.png
Honey Dijon Vinaigrette,5.99,https://digital.loblaws.ca/PCX/20113303_EA/en/1/20113303_en_front_v1_400.png
Honey Garlic Marinade,2.99,https://digital.loblaws.ca/PCX/20297368_EA/en/1/20297368_en_front_v4_400.png
Honey Garlic Sauce,2.50,https://digital.loblaws.ca/PCX/20323473001_EA/en/1/20323473001_en_front_v1_400.png
Honey Garlic Wing Sauce,4.39,https://digital.loblaws.ca/PCX/21062256_EA/en/1/21062256_en_front_v1_400.png
Honey Mustard,2.49,https://digital.loblaws.ca/PCX/20050452005_EA/en/1/20050452005_enfr_front_v1_400.png
Honey Prepared Mustard,2.79,https://digital.loblaws.ca/PCX/20056405001_EA/en/1/20056405001_enfr_front_400.png
"Honey Sriracha Dipping Sauce, Stir-fry Sauce and Marinade",2.99,https://digital.loblaws.ca/PCX/21127167_EA/en/1/21127167_en_front_v3_400.png
Horseradish Dijon Mustard,2.49,https://digital.loblaws.ca/PCX/20050452004_EA/en/1/20050452004_enfr_front_v1_400.png
Horseradish Mayo Sandwich Spread,3.50,https://digital.loblaws.ca/PCX/20320456004_EA/en/1/20320456004_enfr_front_v1_400.png
Horseradish Pure,2.00,https://digital.loblaws.ca/PCX/20145328_EA/en/1/6038300892_enfr_front_centre_marketing_GS1_Ecommerce_400.png
"Horseradish, Hot",2.00,https://digital.loblaws.ca/PCX/20183779_EA/en/1/20183779_en_front_400.png
Hot Curry Paste,5.79,https://digital.loblaws.ca/PCX/20307057002_EA/en/1/20307057002_en_front_400.png
Hot Honey Mustard,2.79,https://digital.loblaws.ca/PCX/21720545_EA/en/1/21720545_en_front_400.png
Hot Pepper Sauce,4.49,https://digital.loblaws.ca/PCX/20601453_EA/en/1/5527084008_enfr_front_centre_marketing_GS1_Ecommerce_400.png
Hot Prepared Mustard,2.99,https://digital.loblaws.ca/PCX/20048957_EA/en/1/20048957_enfr_front_400.png
Hot Red Pepper Jelly,4.00,https://digital.loblaws.ca/PCX/20099627_EA/en/1/20099627_en_front_400.png
Instant Stock Mix Chicken flavour,4.29,https://digital.loblaws.ca/PCX/20311529001_EA/en/1/20311529001_en_front_400.png
Instant Stock Mix for a great flavour Beef in a practical packaging,4.29,https://digital.loblaws.ca/PCX/20311529002_EA/en/1/20311529002_enfr_front_v1_400.png
Italian Dressing,2.50,https://digital.loblaws.ca/PCX/20628489002_EA/en/1/20628489002_en_front_400.png
Jamaican Jerk Seasoning,4.79,https://digital.loblaws.ca/PCX/20057089_EA/en/1/5527085133_enfr_front_centre_marketing_1_GS1_Ecommerce_400.png
"Jamaican Jerk Seasoning, Mild",4.79,https://digital.loblaws.ca/PCX/20693138_EA/en/1/5527085144_enfr_front_centre_marketing_GS1_Ecommerce_400.png
Jerk Chicken Seasoning Mix,1.00,https://digital.loblaws.ca/PCX/21666586_EA/en/1/21666586_en_front_400.png
Jerk Marinade,4.99,https://digital.loblaws.ca/PCX/20122943_EA/en/1/20122943_en_front_400.png
Kickin' Chicken Thick Sauce,5.00,https://digital.loblaws.ca/PCX/21720450_EA/en/1/21720450_en_front_400.png
Korean BBQ Seasoning Mix,1.00,https://digital.loblaws.ca/PCX/21666721_EA/en/1/21666721_en_front_400.png
Korean BBQ Stir-Fry Sauce,2.99,https://digital.loblaws.ca/PCX/20308726008_EA/en/1/20308726008_en_front_v2_400.png
Korma Chickpea Ready to Eat,4.29,https://digital.loblaws.ca/PCX/21220542_EA/en/1/21220542_en_front_400.png
Korma Cooking Sauce,5.00,https://digital.loblaws.ca/PCX/20298369002_EA/en/1/20298369002_en_front_v2_400.png
Korma Curry Paste,5.79,https://digital.loblaws.ca/PCX/21105391_EA/en/1/6927611272_enfr_front_centre_marketing_GS1_Ecommerce_400.png
Lemon Garlic Vinaigrette,4.29,https://digital.loblaws.ca/PCX/21072440_EA/en/1/21072440_en_front_v1_400.png
Lentil Tikka Masala Ready to Eat,4.29,https://digital.loblaws.ca/PCX/21220533_EA/en/1/21220533_en_front_400.png
Less Sodium Soy Sauce,5.99,https://digital.loblaws.ca/PCX/20015907_EA/en/1/4139000105_enfr_front_centre_marketing_A_1_GS1_Ecommerce_400.png
Light Butter Chicken Cooking Sauce,4.99,https://digital.loblaws.ca/PCX/20810182_EA/en/1/20810182_en_front_400.png
Light Caesar Dressing,7.99,https://digital.loblaws.ca/PCX/20161416_EA/en/1/20161416_en_front_v1_400.png
Light Coconut Milk,3.50,https://digital.loblaws.ca/PCX/21418166_EA/en/1/21418166_en_front_v1_400.png
Light Italian Dressing,2.50,https://digital.loblaws.ca/PCX/20307707003_EA/en/1/20307707003_en_front_400.png
Light Mayonnaise Type Dressing,4.79,https://digital.loblaws.ca/PCX/20627614001_EA/en/1/6038398713_enfr_front_centre_marketing_A_1_GS1_Ecommerce_400.png
Light Poppy Seed Dressing,5.99,https://digital.loblaws.ca/PCX/20302534_EA/en/1/20302534_en_front_v1_400.png
Light Ranch Dressing,2.50,https://digital.loblaws.ca/PCX/20307707005_EA/en/1/20307707005_en_front_v1_400.png
Light Soy Sauce,2.29,https://digital.loblaws.ca/PCX/20324462001_EA/en/1/20324462001_en_front_v1_400.png
Light Whipped Dressing,3.99,https://digital.loblaws.ca/PCX/20618893_EA/en/1/6038398711_enfr_front_centre_marketing_A_1_GS1_Ecommerce_400.png
Liquid Smoke Concentrated Seasoning Hickory Slow Smoked Flavour,2.99,https://digital.loblaws.ca/PCX/21333699_EA/en/1/4780050087_enfr_front_centre_marketing_GS1_Ecommerce_400.png
Lite Soya Sauce,2.99,https://digital.loblaws.ca/PCX/21127163_EA/en/1/21127163_en_front_v3_400.png
Loads Of Garlic Caesar Dressing,4.99,https://digital.loblaws.ca/PCX/21378145_EA/en/1/21378145_en_front_v2_400.png
Low Sodium Ketchup,5.49,https://digital.loblaws.ca/PCX/20334805_EA/en/1/20334805_enfr_front_400.png
Madras Curry Paste,5.79,https://digital.loblaws.ca/PCX/20307057007_EA/en/1/20307057007_en_front_400.png
Mango Chicken Cooking Sauce,4.99,https://digital.loblaws.ca/PCX/20217180001_EA/en/1/20217180001_en_front_400.png
Mango Chutney,5.00,https://digital.loblaws.ca/PCX/20077630_EA/en/1/20077630_en_front_v2_400.png
Mango Habanero Mayonnaise Style Sauce,4.50,https://digital.loblaws.ca/PCX/21686182_EA/en/1/21686182_en_front_v2_400.png
Mango Habanero Wing Sauce,5.00,https://digital.loblaws.ca/PCX/21720349_EA/en/1/21720349_en_front_400.png
Maple & Dijon Dressing & Marinade,5.00,https://digital.loblaws.ca/PCX/21581692_EA/en/1/21581692_en_front_v1_400.png
Maple Balsamic Vinaigrette,4.29,https://digital.loblaws.ca/PCX/21072426_EA/en/1/21072426_en_front_v1_400.png
Masala Paste,4.79,https://digital.loblaws.ca/PCX/21405087_EA/en/1/21405087_en_front_v1_400.png
Mayochup Mayonnaise Style Sauce,4.50,https://digital.loblaws.ca/PCX/21686201_EA/en/1/21686201_en_front_v2_400.png
"Mayonnaise condiment for salads, burgers, gluten-free",6.50,https://digital.loblaws.ca/PCX/21518360_EA/en/1/21518360_en_front_400.png
Mayonnaise Dressing Mild Chipotle,5.50,https://digital.loblaws.ca/PCX/21591867_EA/en/1/21591867_enfr_front_400.png
"Mayonnaise for sandwiches, salads, and burgers Real gluten-free",9.50,https://digital.loblaws.ca/PCX/20173154002_EA/en/1/20173154002_en_front_400.png
"Mayonnaise Ideal with fries, burgers and salads Real",5.50,https://digital.loblaws.ca/PCX/20008233001_EA/en/1/20008233001_en_front_400.png
Mayonnaise Made with Extra Virgin Olive Oil,6.00,https://digital.loblaws.ca/PCX/20770952_EA/en/1/20770952_en_front_400.png
Mayonnaise Olive Oil,6.50,https://digital.loblaws.ca/PCX/21518363_EA/en/1/21518363_en_front_400.png
Mayonnaise Real Squeeze,5.50,https://digital.loblaws.ca/PCX/21518398_EA/en/1/21518398_en_front_400.png
Mayonnaise Style Dressing Perinaise Garlic,5.99,https://digital.loblaws.ca/PCX/21366575_EA/en/1/21366575_en_front_400.png
Mayonnaise Style Dressing Perinaise Mild,5.99,https://digital.loblaws.ca/PCX/21366089_EA/en/1/65527300317_enfr_front_centre_marketing_GS1_Ecommerce_400.png
"Mayonnaise Type Dressing condiment for fries, burgers, salads Light  1/2 Fat",6.50,https://digital.loblaws.ca/PCX/21518361_EA/en/1/21518361_en_front_400.png
Mayonnaise Type Dressing Condiment Light Half Fat,6.50,https://digital.loblaws.ca/PCX/20618579002_EA/en/1/20618579002_en_front_400.png
"Mayonnaise Type Dressing For Sandwiches, Salads, & Burgers",5.50,https://digital.loblaws.ca/PCX/20008233002_EA/en/1/20008233002_enfr_front_v1_400.png
Mayonnaise Type Dressing Light 1/2 Fat,9.50,https://digital.loblaws.ca/PCX/20173154001_EA/en/1/20173154001_enfr_front_v1_400.png
"Mayonnaise Type Dressing, Garlic Aioli",5.50,https://digital.loblaws.ca/PCX/21518017_EA/en/1/21518017_en_front_400.png
"Mayonnaise Type Dressing, Made with Real Chili Peppers",6.50,https://digital.loblaws.ca/PCX/21518359_EA/en/1/21518359_en_front_400.png
Mediterranean Greek Vinaigrette,5.99,https://digital.loblaws.ca/PCX/20312720_EA/en/1/20312720_en_front_v1_400.png
Medium Garlic Marinade,2.99,https://digital.loblaws.ca/PCX/20309693001_EA/en/1/20309693001_en_front_v3_400.png
Memories of Kobe Tamari Garlic Sauce,5.69,https://digital.loblaws.ca/PCX/20620116_EA/en/1/20620116_en_front_v2_400.png
Memories of Korea Korean Barbecue Sauce,5.69,https://digital.loblaws.ca/PCX/20311313008_EA/en/1/20311313008_enfr_front_v1_400.png
Memories of Mexico Al Pastor Marinade,5.69,https://digital.loblaws.ca/PCX/21396104_EA/en/1/21396104_en_front_v1_400.png
Memories Of Montego Bay Hot Jerk Marinade,5.69,https://digital.loblaws.ca/PCX/20620117_EA/en/1/6038309996_en_front_centre_marketing_GS1_Ecommerce_400.png
Memories of Portugal Piri Piri Sauce,5.69,https://digital.loblaws.ca/PCX/20311313009_EA/en/1/20311313009_en_front_v1_400.png
Memories of Seoul Gochujang Chili Sauce,5.69,https://digital.loblaws.ca/PCX/20974102_EA/en/1/20974102_enfr_front_v1_400.png
Memories of Szechwan Peanut Satay Sauce,5.69,https://digital.loblaws.ca/PCX/20311313005_EA/en/1/20311313005_enfr_front_v1_400.png
Memories of Thailand Sweet Chili Pepper Sauce,5.69,https://digital.loblaws.ca/PCX/20620095_EA/en/1/20620095_en_front_400.png
Mild Curry Cooking Sauce,4.99,https://digital.loblaws.ca/PCX/20306818004_EA/en/1/20306818004_en_front_400.png
Mild Curry Paste,5.79,https://digital.loblaws.ca/PCX/20307057001_EA/en/1/20307057001_en_front_400.png
Mint Sauce,5.00,https://digital.loblaws.ca/PCX/20306974002_EA/en/1/20306974002_en_front_400.png
Moroccan Shakshuka Cooking Sauce,5.00,https://digital.loblaws.ca/PCX/21427724_EA/en/1/21427724_en_front_v2_400.png
Not-So-Secret Spread And Dip,4.69,https://digital.loblaws.ca/PCX/21061992_EA/en/1/21061992_enfr_front_v1_400.png
Oil & Vinegar Dressing,3.00,https://digital.loblaws.ca/PCX/21694544_EA/en/1/21694544_en_front_v2_400.png
Old Fashioned Dijon Mustard,2.49,https://digital.loblaws.ca/PCX/20050452001_EA/en/1/20050452001_enfr_front_v1_400.png
"Olive Oil Mayonnaise ideal with fries, burgers and salads",6.50,https://digital.loblaws.ca/PCX/20627339002_EA/en/1/20627339002_enfr_front_v1_400.png
Onion and Whiskey Barbecue Sauce,4.69,https://digital.loblaws.ca/PCX/21021475_EA/en/1/21021475_en_front_400.png
Orange Ginger Stir-Fry Sauce,2.99,https://digital.loblaws.ca/PCX/20308726003_EA/en/1/20308726003_en_front_v2_400.png
Organics Tomato Ketchup,6.50,https://digital.loblaws.ca/PCX/20021787_EA/en/1/20021787_en_front_400.png
Original 57 Sauce,6.49,https://digital.loblaws.ca/PCX/20301327001_EA/en/1/20301327001_enfr_front_v1_400.png
Original Cayenne Pepper Sauce,5.00,https://digital.loblaws.ca/PCX/20187632001_EA/en/1/20187632001_en_front_v1_400.png
Original Dijon Prepared Mustard,2.79,https://digital.loblaws.ca/PCX/20318504001_EA/en/1/20318504001_enfr_front_400.png
Original Hot Sauce,6.50,https://digital.loblaws.ca/PCX/21392271_EA/en/1/21392271_enfr_front_400.png
"Original Ranch Salad Dressing & Topping, Gluten Free",4.99,https://digital.loblaws.ca/PCX/20249619002_EA/en/1/5550001096_enfr_front_centre_marketing_A_1_GS1_Ecommerce_400.png
Original Steak Sauce,5.29,https://digital.loblaws.ca/PCX/20325386001_EA/en/1/20325386001_enfr_front_v2_400.png
Oxo Bouillon for rich flavour Beef Sachets,3.50,https://digital.loblaws.ca/PCX/20069590_EA/en/1/20069590_en_front_400.png
Oxo Bouillon for rich flavour Chicken Sachets,3.50,https://digital.loblaws.ca/PCX/20320060_EA/en/1/20320060_enfr_front_v1_400.png
Oxo Sachets For Rich Deep Chicken Flavour Low Salt,3.50,https://digital.loblaws.ca/PCX/20326122001_EA/en/1/20326122001_enfr_front_400.png
Pad Thai Cooking Kit 3 Step,5.79,https://digital.loblaws.ca/PCX/21005962_EA/en/1/21005962_en_front_400.png
Pad Thai Cooking Sauce,5.00,https://digital.loblaws.ca/PCX/20075022_EA/en/1/20075022_enfr_front_v1_400.png
Pad Thai Sauce,2.99,https://digital.loblaws.ca/PCX/20322926001_EA/en/1/20322926001_en_front_v2_400.png
Panda Brand Oyster Sauce,4.29,https://digital.loblaws.ca/PCX/20139600_EA/en/1/7889530002_enfr_front_centre_marketing_GS1_Ecommerce_400.png
Pasta Salad Dressing Mix,2.29,https://digital.loblaws.ca/PCX/20324486001_EA/en/1/20324486001_enfr_front_v1_400.png
Pasta Sauce Mix Alfredo no artificial flavours,2.29,https://digital.loblaws.ca/PCX/20323323001_EA/en/1/20323323001_en_front_400.png
Pasta Sauce Mix Carbonara,2.29,https://digital.loblaws.ca/PCX/20323323002_EA/en/1/20323323002_en_front_400.png
Pasta Sauce Mix Parma-Rosa no artificial flavours,2.29,https://digital.loblaws.ca/PCX/20323323004_EA/en/1/20323323004_enfr_front_v1_400.png
Peach Chutney,5.50,https://digital.loblaws.ca/PCX/21614183_EA/en/1/21614183_enfr_front_400.png
Peppercorn Ranch Salad Dressing,3.00,https://digital.loblaws.ca/PCX/21584132_EA/en/1/21584132_en_front_400.png
Pepperpot Cooking Sauce,5.00,https://digital.loblaws.ca/PCX/21427725_EA/en/1/21427725_en_front_v2_400.png
"Peri Peri Sauce, Garlic",6.49,https://digital.loblaws.ca/PCX/21005214_EA/en/1/21005214_en_front_400.png
"Peri Peri Sauce, Hot",6.49,https://digital.loblaws.ca/PCX/21004222_EA/en/1/65527300063_enfr_front_centre_marketing_A_1_GS1_Ecommerce_v2_400.png
"Peri Peri Sauce, Medium",6.49,https://digital.loblaws.ca/PCX/21004938_EA/en/1/21004938_en_front_400.png
Pickle Ketchup,3.00,https://digital.loblaws.ca/PCX/21626173_EA/en/1/21626173_en_front_400.png
Pickle Mayonnaise Style Sauce,4.50,https://digital.loblaws.ca/PCX/21686143_EA/en/1/21686143_en_front_v2_400.png
Plant Based Butter Chicken Style Cooking Sauce,4.79,https://digital.loblaws.ca/PCX/21434318_EA/en/1/21434318_en_front_400.png
Plant-Based Garlic Mayo-Style Spread,4.00,https://digital.loblaws.ca/PCX/21551336_EA/en/1/21551336_en_front_v1_400.png
Plant-Based Mayo,5.50,https://digital.loblaws.ca/PCX/21518401_EA/en/1/21518401_en_front_v1_400.png
Plum Dipping Sauce,2.99,https://digital.loblaws.ca/PCX/20984013_EA/en/1/20984013_en_front_v4_400.png
Plum Sauce,3.49,https://digital.loblaws.ca/PCX/20303504001_EA/en/1/20303504001_en_front_400.png
Plum Sauce Club Size,5.29,https://digital.loblaws.ca/PCX/20124925_EA/en/1/20124925_en_front_400.png
Poblano & Lime Barbecue Sauce,4.69,https://digital.loblaws.ca/PCX/21021480_EA/en/1/21021480_en_front_400.png
Pomegranate Zaatar Dressing & Marinade,5.00,https://digital.loblaws.ca/PCX/21581429_EA/en/1/21581429_en_front_v1_400.png
Poutine Gravy Mix,1.00,https://digital.loblaws.ca/PCX/20323504001_EA/en/1/20323504001_enfr_front_400.png
Premium Croutons Parmesan Caesar,3.79,https://digital.loblaws.ca/PCX/21526302_EA/en/1/78735910024_enfr_front_centre_marketing_GS1_Ecommerce_400.png
Premium Roasted Beef Flavour Bouillon Base Paste,7.49,https://digital.loblaws.ca/PCX/21683297_EA/en/1/21683297_en_front_v2_400.png
Premium Roasted Chicken Flavour Bouillon Base Paste,7.49,https://digital.loblaws.ca/PCX/21683454_EA/en/1/21683454_en_front_v2_400.png
Prepared Maple Mustard,2.79,https://digital.loblaws.ca/PCX/21648853_EA/en/1/5620025008_enfr_front_centre_marketing_1_GS1_Ecommerce_400.png
Prepared Yellow Mustard,1.39,https://digital.loblaws.ca/PCX/20162036_EA/en/1/20162036_enfr_front_400.png
"Prepared Yellow Mustard, Organic",5.00,https://digital.loblaws.ca/PCX/20959827_EA/en/1/20959827_enfr_front_v2_400.png
Pure J.L. Kraft Classic Italian Dressing & Marinade,5.00,https://digital.loblaws.ca/PCX/21581655_EA/en/1/21581655_en_front_v1_400.png
Pure J.L. Kraft Cucumber Greek Dressing & Marinade,5.00,https://digital.loblaws.ca/PCX/21581737_EA/en/1/21581737_en_front_v2_400.png
Pure J.L. Kraft Honey & Shallots Dressing & Marinade,5.00,https://digital.loblaws.ca/PCX/21581659_EA/en/1/21581659_en_front_v3_400.png
Ranch Style Dressing And Dip Mix,1.50,https://digital.loblaws.ca/PCX/20301959001_EA/en/1/20301959001_enfr_front_400.png
Rancher's Choice Salad Dressing,3.00,https://digital.loblaws.ca/PCX/21584850_EA/en/1/21584850_en_front_v3_400.png
Raspberry Vinaigrette Salad Dressing,3.00,https://digital.loblaws.ca/PCX/21584689_EA/en/1/21584689_en_front_v1_400.png
Ready Crisp Fully Cooked Natural Bacon Bits,7.00,https://digital.loblaws.ca/PCX/20117778_EA/en/1/20117778_en_front_400.png
"Real Mayonnaise ideal with fries, burgers and salads",6.50,https://digital.loblaws.ca/PCX/20618579001_EA/en/1/20618579001_en_front_400.png
Redhot Buffalo Wing Ranch Sauce,5.00,https://digital.loblaws.ca/PCX/21352695_EA/en/1/21352695_enfr_front_400.png
Redhot Hot Honey Sauce,5.00,https://digital.loblaws.ca/PCX/21648960_EA/en/1/21648960_enfr_front_400.png
Redhot Original Buffalo Wings Sauce,7.99,https://digital.loblaws.ca/PCX/20172301002_EA/en/1/20172301002_enfr_front_400.png
Redhot Original Thick Sauce,5.00,https://digital.loblaws.ca/PCX/21352812_EA/en/1/21352812_en_front_400.png
Redhot Xtra Hot Cayenne Pepper Sauce,5.00,https://digital.loblaws.ca/PCX/20187632004_EA/en/1/20187632004_enfr_front_v1_400.png
Rich Brown Gravy Mix,4.50,https://digital.loblaws.ca/PCX/20136091001_EA/en/1/20136091001_en_front_400.png
Rosee Sauce Mix,2.29,https://digital.loblaws.ca/PCX/21377292_EA/en/1/21377292_enfr_front_400.png
Russian Salad Dressing,3.00,https://digital.loblaws.ca/PCX/21583989_EA/en/1/21583989_en_front_v1_400.png
Salad Cream,5.00,https://digital.loblaws.ca/PCX/20853617_EA/en/1/20853617_en_front_400.png
"Salad Kits, Caesar Original",3.79,https://digital.loblaws.ca/PCX/20763549_EA/en/1/20763549_en_front_v1_400.png
Sambal Oelek,7.49,https://digital.loblaws.ca/PCX/21531411_EA/en/1/21531411_enfr_front_400.png
Sambal Oelek Extra Garlic,7.49,https://digital.loblaws.ca/PCX/21531421_EA/en/1/21531421_enfr_front_400.png
Sauce,9.99,https://digital.loblaws.ca/PCX/20031418_EA/en/1/20031418_en_front_v1_400.png
Sauce Mix Alfredo,2.69,https://digital.loblaws.ca/PCX/21719163_EA/en/1/6670101245_enfr_front_centre_marketing_A_1_GS1_Ecommerce_400.png
Sauce Mix Poutine,2.29,https://digital.loblaws.ca/PCX/21687535_EA/en/1/6670101227_enfr_front_centre_marketing_A_1_GS1_Ecommerce_400.png
Sauce Mix Rosée,2.69,https://digital.loblaws.ca/PCX/21719128_EA/en/1/6670101244_enfr_front_centre_marketing_A_1_GS1_Ecommerce_400.png
"Sauce Mix, Chow Mein",2.29,https://digital.loblaws.ca/PCX/20013298001_EA/en/1/20013298001_en_front_400.png
"Sauce Mix, Fried Rice Seasoning",2.29,https://digital.loblaws.ca/PCX/20157056001_EA/en/1/20157056001_en_front_400.png
"Sauce Mix, Garlic Spare Ribs",2.49,https://digital.loblaws.ca/PCX/20051860002_EA/en/1/6670100472_enfr_front_centre_marketing_A_1_GS1_Ecommerce_v1_400.png
Savoury Liquid Seasoning,13.99,https://digital.loblaws.ca/PCX/20056140_EA/en/1/7430510032_enfr_front_centre_marketing_GS1_Ecommerce_400.png
Scotch Bonnet Hot Pepper Sauce,2.99,https://digital.loblaws.ca/PCX/20079036_EA/en/8/5527083949_enfr_front_noPlunge_ecomm_A_1_GS1_Ecommerce_400.png
Seasoning mix,1.00,https://digital.loblaws.ca/PCX/21666655_EA/en/1/21666655_en_front_400.png
Seasoning Mix Cheddar Fried Onion Crunchy Chicken,1.00,https://digital.loblaws.ca/PCX/21666863_EA/en/1/6620026034_enfr_front_centre_marketing_A_1_GS1_Ecommerce_400.png
Seasoning Mix Chili,2.29,https://digital.loblaws.ca/PCX/21687848_EA/en/1/6670101233_enfr_front_centre_marketing_A_1_GS1_Ecommerce_400.png
"Seasoning Sauce, Red Cap",10.99,https://digital.loblaws.ca/PCX/20073029_EA/en/1/6707300870_enfr_front_centre_marketing_GS1_Marketing_400.png
Shepherd'S Pie Seasoning Mix,1.00,https://digital.loblaws.ca/PCX/20323721011_EA/en/1/20323721011_enfr_front_400.png
"Shepherd's Pie, Gluten-Free, 25% Less Salt Seasoning Mix",1.00,https://digital.loblaws.ca/PCX/20902996_EA/en/1/20902996_enfr_front_400.png
Shishito Sunshine Vinaigrette,3.89,https://digital.loblaws.ca/PCX/21683167_EA/en/1/21683167_en_front_400.png
Sloppy Joe Seasoning Mix Less Salt,1.00,https://digital.loblaws.ca/PCX/20797697_EA/en/1/20797697_enfr_front_400.png
"Sloppy Joes, Gluten-Free Seasoning Mix",1.00,https://digital.loblaws.ca/PCX/20323721007_EA/en/1/20323721007_en_front_400.png
Smokin Habanero Barbecue Sauce,4.69,https://digital.loblaws.ca/PCX/21021456_EA/en/1/21021456_en_front_400.png
Smokin' Stampede Beer & Chipotle Barbecue Sauce,4.69,https://digital.loblaws.ca/PCX/21021521_EA/en/1/21021521_en_front_400.png
Smokin' Stampede Beer and Chipotle Barbecue Sauce,8.19,https://digital.loblaws.ca/PCX/20349189_EA/en/1/20349189_en_front_400.png
Smoky Bacon Flavour Mayonnaise Style Sauce,4.50,https://digital.loblaws.ca/PCX/21686493_EA/en/1/21686493_en_front_v2_400.png
Smoky Bacon Mayo Sandwich Spread,3.50,https://digital.loblaws.ca/PCX/20770797_EA/en/1/20770797_enfr_front_v1_400.png
Souvlaki Marinade,5.69,https://digital.loblaws.ca/PCX/20319611001_EA/en/1/20319611001_en_front_400.png
Soy Sauce All Purpose Seasoning Less Sodium,7.99,https://digital.loblaws.ca/PCX/21456720_EA/en/1/4139000110_enfr_front_centre_marketing_A_1_GS1_Ecommerce_v1_400.png
Soy Sauce Substitute Soy-Free Seasoning Sauce,9.99,https://digital.loblaws.ca/PCX/20984039_EA/en/1/89010400111_en_front_centre_marketing_A_1_GS1_Ecommerce_400.png
Soya Sauce,2.99,https://digital.loblaws.ca/PCX/21127164_EA/en/1/21127164_en_front_v3_400.png
"Spaghetti, Gluten-Free Sauce Mix",1.00,https://digital.loblaws.ca/PCX/20323721008_EA/en/1/20323721008_enfr_front_400.png
Spicy Butter Chicken Cooking Sauce,4.99,https://digital.loblaws.ca/PCX/20675802_EA/en/1/20675802_en_front_400.png
Spicy Butter Chicken cooking sauce,4.49,https://digital.loblaws.ca/PCX/20871416_EA/en/1/20871416_en_front_v4_400.png
Spicy Chili Seasoning Mix,1.00,https://digital.loblaws.ca/PCX/20323721010_EA/en/1/20323721010_enfr_front_400.png
Spicy Mayonnaise Real Sriracha Chili Peppers Squeezable Bottle,5.50,https://digital.loblaws.ca/PCX/21518387_EA/en/1/21518387_en_front_400.png
Spread And Dip Joppie,4.69,https://digital.loblaws.ca/PCX/21062254_EA/en/1/21062254_enfr_front_v1_400.png
Spring Herb Italian Vinaigrette,5.99,https://digital.loblaws.ca/PCX/20325814_EA/en/1/20325814_en_front_v3_400.png
Sriracha Hot Chili Sauce Original,4.99,https://digital.loblaws.ca/PCX/21499017_EA/en/1/21499017_en_front_400.png
Sriracha Sauce,6.99,https://digital.loblaws.ca/PCX/20074956_EA/en/1/20074956_en_front_400.png
Steak Spice Marinade,5.69,https://digital.loblaws.ca/PCX/20558780002_EA/en/1/20558780002_en_front_400.png
Stir Fry Sauce,6.79,https://digital.loblaws.ca/PCX/20038884_EA/en/1/4139002070_enfr_front_centre_marketing_A_1_GS1_Ecommerce_400.png
"Stir-Fry Mix, Oriental",2.29,https://digital.loblaws.ca/PCX/20013298002_EA/en/1/20013298002_en_front_400.png
Stock Mix Vegetable,4.29,https://digital.loblaws.ca/PCX/20315323_EA/en/1/20315323_enfr_front_400.png
Sub Sauce,4.99,https://digital.loblaws.ca/PCX/20949139_EA/en/1/6280231662_enfr_front_centre_marketing_GS1_Ecommerce_400.png
Sugar Free Maple Brown BBQ Sauce,7.99,https://digital.loblaws.ca/PCX/21096280_EA/en/1/2682500010_enfr_front_centre_marketing_GS1_Ecommerce_400.png
Sundried Tomato & Oregano Salad Dressing,3.00,https://digital.loblaws.ca/PCX/21584596_EA/en/1/21584596_en_front_v2_400.png
